path,category,git_state,likely_role,risk_level,recommended_action,rationale
audit/old-site-2026-03-23/assets_export/all_images/img_0010_tilda-slds-1.4.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0011_tilda-paint-icons.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0012_tilda-forms-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0013_tilda-zoom-2.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0014_tilda-skiplink-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0015_tilda-events-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0016_aida-camp_logo-v2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0017_icons8-whatsapp-144.gif,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0018_.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0019_super-mario-bros_162.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0020_02.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0021_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0022_real-time-big-data-a.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0023_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0024_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0025_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0026_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0027_1.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0028_2.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0029_6.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0030_3.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0031_check5.svg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0032_.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0033_Frame_55.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0034_4LZft2eDW4Y.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0035_8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0036_5.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0037_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0038_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0039_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0040_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0041_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0042_skolkovo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0069_45A010FA-DCCA-4A70-8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0071_45A010FA-DCCA-4A70-8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0072_tilda-grid-3.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0073_tilda-blocks-page43860775.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0074_tilda-animation-2.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0075_tilda-cover-1.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0076_tilda-cards-1.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0077_tilda-slds-1.4.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0078_tilda-forms-1.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0079_tilda-zoom-2.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0080_tilda-phone-mask-1.1.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0081_tilda-stat-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0082_tilda-blocks-page69032961.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0083_tilda-blocks-page69032961.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0084_tilda-blocks-page46127969.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0085_tilda-map-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0086_17_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0087_12.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0088_53_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0089_IMG_2194_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0090_2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0091_EGOR1174_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0092_EGOR1103_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0093_EGOR1152-Edit_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0095_IGOR7822_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0096_IGOR1166_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0098_3.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0099_IGOR7874_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0100_IMG_2211_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0101_IMG_2208_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0103_fgms9ft_pxc_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0104_IMG_3377_1.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0105_2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0126_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0127_tilda-blocks-page46127969.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0128_tilda-blocks-page46321871.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0129_2-5_.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0130_photo_2025-10-24_163.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0131_photo1449247526693aa049327be54.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0132_0e3316ac2ddb4bfc8212170480d0433a.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0134_camping_3d.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0136_circlecheck_fill_bold.svg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0140_tilda-blocks-page46321871.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0141_tilda-conditional-form-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0142_tilda-blocks-page64676199.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0143_tilda-video-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0144_tilda-video-processor-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0145_photo_2024-02-04_161.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0146_photo_2024-07-14_14-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0147_photo_2024-07-18_11-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0150_photo_2024-07-21_20-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0151_photo_2024-07-28_20-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0152_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0153_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0154_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0165_tilda-blocks-page64676199.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0166_tilda-contact-method-1.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0167_tilda-contact-method-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0169_tilda-blocks-page43860769.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0176_tilda-blocks-page115506906.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0177_noroot.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0178_photo_2025-06-14_07-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0179_photo_2024-02-04_161.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0180_IMG_1517.JPG,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0181_photo_2025-10-24_163.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0182_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0183_photo1432821596592e2c18b78144f.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0190_circlecheck_fill_semibold.svg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0192_tilda-blocks-page115506906.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0193_tilda-popup-1.1.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0195_tilda-blocks-page43860805.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0198_tilda-blocks-page63410381.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0199_tilda-blocks-page63410381.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0201_Python-Symbol.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0203_tilda-blocks-page63900731.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0204_photo_2024-02-04_161.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0207_tilda-blocks-page63900731.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0209_WhatsApp_Image_2021-.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0210_photo_2024-06-01_105.jpeg.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0213_tilda-blocks-page49945317.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0214_tilda-blocks-page49397113.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0215_wi_jjl4TSQT_tjyaoYOt.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0218_tilda-blocks-page49397113.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0219_tilda-blocks-page108802686.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0220_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0221_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0222_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0224_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0226_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0227_tilda-range-1.0.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0232_tilda-blocks-page108802686.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0233_tilda-range-1.0.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0234_tilda-blocks-page43860799.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0235_tilda-blocks-page43860799.min.css,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0236_tilda-blocks-page126992496.min.js.bin,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0237_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0238_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0239_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0240_photo_2025-06-17_13-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0241_IMG_1543.JPG,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0242_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0243_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0244_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export/all_images/img_0245_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
